region,inat_place_id,taxon_group,animal_species,animal_common,taxon_id,observation_count,fetched_on,source
"Dallas County, TX",1281,Lepidoptera,Caloptilia violacella,Tick-Trefoil Caloptilia Moth,324207,8,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Calpodes ethlius,Brazilian Skipper,53866,121,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Calycopis cecrops,Red-banded Hairstreak,122281,139,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Calycopis isobeon,Dusky-blue Groundstreak,126589,108,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cameraria caryaefoliella,Pecan Leafminer Moth,215946,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cameraria conglomeratella,Conglomerate Oak Leafminer Moth,416868,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cameraria guttifinitella,Poison Ivy Leaf-miner Moth,215950,17,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cameraria hamadryadella,Solitary Oak Leafminer Moth,215951,5,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cameraria quercivorella,Rusty Oak Leafminer,416867,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cameraria ulmella,Elm Leafminer,215955,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Canarsia ulmiarrosorella,Elm Leaftier Moth,174517,11,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Carmenta anthracipennis,Blazing Star Clearwing,507140,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Carmenta armasata,,62712,4,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Carmenta bassiformis,Ironweed Clearwing Moth,121961,5,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Carmenta ithacae,Ithaca Clearwing Moth,474634,4,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Carposina ottawana,American Peach Fruit Moth,1143482,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catabenoides divisa,,1672167,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala agrippina,Agrippina Underwing,204066,41,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala amatrix,Sweetheart Underwing,143030,18,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala amica,Girlfriend Underwing,216250,12,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala carissima,Carissima Underwing,216262,6,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala connubialis,Connubial Underwing,216267,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala dejecta,Dejected Underwing,132706,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala desdemona,Desdemona Underwing,216270,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala epione,Epione Underwing,144080,3,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala ilia,Ilia Underwing,128517,18,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala illecta,Magdalen Underwing,216280,5,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala innubens,Betrothed Underwing,216281,52,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala lacrymosa,Tearful Underwing,216289,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala lineella,Little Lined Underwing,216291,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala maestosa,Sad Underwing,199169,451,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala micronympha,Little Nymph Underwing,216298,11,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala minuta,Little Underwing,216299,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala neogama,Bride Underwing,216303,15,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala piatrix,Penitent Underwing,143751,43,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala umbrosa,Umber Underwing,216320,4,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Catocala vidua,Widow Underwing,147474,3,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cecrita biundata,Wavy-lined Heterocampa Moth,1372880,3,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cecropterus bathyllus,Southern Cloudywing,1638402,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cecropterus dorantes,Dorantes Longtail,1457832,7,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cecropterus lyciades,Hoary Edge,1638403,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cecropterus pylades,Northern Cloudywing,1638386,33,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Celastrina ladon,Spring Azure,58556,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Celastrina neglecta,Summer Azure,82792,6,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cerathosia tricolor,Etched Cerathosia,484709,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Ceratomia amyntor,Elm Sphinx,84470,53,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Ceratomia catalpae,Catalpa Sphinx,143440,16,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Ceratomia hageni,Hagen's Sphinx,119027,91,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Ceratomia undulosa,Waved Sphinx,82153,164,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cercyonis pegala,Common Wood-Nymph,58606,16,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cerma cerintha,Tufted Bird-dropping Moth,205216,11,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Chalcoela iphitalis,Sooty-winged Chalcoela Moth,201342,41,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Charadra deridens,Laugher Moth,148460,4,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Chimoptesis pennsylvaniana,Filigreed Moth,417026,16,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Chioides zilpa,Zilpa Longtail,146728,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Chionodes discoocellella,Eye-ringed Chionodes Moth,216736,22,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Chloridea virescens,Tobacco Budworm Moth,509353,5,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Chlorochlamys appellaria,,346539,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Chlorochlamys chloroleucaria,Blackberry Looper Moth,149017,123,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Chlorochlamys phyllinaria,Thin-lined Emerald,324664,11,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Chlosyne gorgone,Gorgone Checkerspot,186842,8,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Chlosyne janais,Crimson Patch,132330,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Chlosyne lacinia,Bordered Patch,68240,159,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Chlosyne nycteis,Silvery Checkerspot,62978,66,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Chlosyne theona,Theona Checkerspot,144223,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Choephora fungorum,Bent-lined Dart,126995,68,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Choristoneura houstonana,Juniper Budworm Moth,559931,31,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Choristoneura rosaceana,Oblique-banded Leafroller Moth,143728,37,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Chrysodeixis includens,Soybean Looper Moth,148908,24,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cisseps fulvicollis,Yellow-collared Scape Moth,119789,297,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cissusa spadix,Black-dotted Brown,217044,8,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cisthene packardii,Packard's Lichen Moth,143519,9,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cisthene picta,Pictured Lichen Moth,560406,7,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cisthene plumbea,Lead-colored Lichen Moth,217046,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cisthene tenuifascia,Thin-banded Lichen Moth,217048,23,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cisthene unifascia,One-banded Lichen Moth,362193,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cleora sublunaria,Double-lined Gray,143109,3,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Clepsis peritana,Garden Tortrix,132789,407,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Clepsis virescana,Greenish Apple Moth,258493,114,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Clostera albosigma,Sigmoid Prominent,120214,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Clydonopteron sacculana,Trumpet Vine Moth,324738,6,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cobubatha dividua,Divided Cobubatha,217260,16,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cobubatha lixiva,Dark-banded Cobubatha Moth,367010,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cobubatha metaspilaris,,514702,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cochylichroa bucera,,1486918,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cochylis caulocatax,,453136,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Coelodasys unicornis,Unicorn Prominent,1373714,51,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Coelostathma discopunctana,Batman Moth,203850,3,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Coleotechnites albicostata,White-edged Coleotechnites Moth,342592,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Coleotechnites florae,Coleotechnites Flower Moth,359229,10,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Colias eurytheme,Orange Sulphur,58532,1171,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Colobochyla interpuncta,Yellow-lined Owlet,134049,4,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Conchylodes concinnalis,Double-ringed Conchylodes,354896,4,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Conchylodes ovulalis,Zebra Conchylodes Moth,132445,94,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Condica confederata,The Confederate,217490,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Condica mobilis,Mobile Groundling,217493,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Condica sutor,Cobbler Moth,217495,36,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Condica videns,White-dotted Groundling,217497,60,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Condylorrhiza vestigialis,Alamo Moth,318989,6,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Copivaleria grotei,Grote's Sallow,174367,15,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cosmia calami,American Dun-bar Moth,126616,8,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cosmopterix pulchrimella,Beautiful Cosmopterix Moth,217646,12,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Costaconvexa centrostrigaria,Bent-lined Carpet,143005,287,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Crambodes talidiformis,Verbena Moth,217671,3,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Crambus laqueatellus,Eastern Grass-veneer,144075,3,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Crambus leachellus,Leach's Grass-veneer,217680,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Crambus quinquareatus,Large-striped Grass-veneer,324608,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Crocidosema plebejana,Cotton Tipworm Moth,330517,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Ctenoplusia oxygramma,Sharp-stigma Looper Moth,217890,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cucullia alfarata,Camphorweed Owlet,217894,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cucullia laetifica,Rabbitbush Hooded Owlet,424563,12,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cucullia lethe,,504397,3,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cyclophora nanaria,Dwarf Tawny Wave,217968,83,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cyclophora packardi,Packard's Wave,217969,41,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cycnia oregonensis,Oregon Cycnia Moth,143117,3,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cycnia tenera,Delicate Cycnia Moth,143043,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cydia albimaculana,White-marked Cydia,217981,36,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cydia caryana,Hickory Shuckworm Moth,217982,54,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cydia garacana,,454817,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cydia latiferreana,Filbertworm Moth,148907,419,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cydia membrosa,,479137,6,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Cyllopsis gemma,Eastern Gemmed-Satyr,143140,8,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Danaus eresimus,Soldier,50065,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Danaus gilippus,Queen,51743,815,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Danaus plexippus,Monarch,48662,2650,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Darapsa choerilus,Azalea Sphinx,128241,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Darapsa myron,Virginia Creeper Sphinx,118503,115,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dargida diffusa,Wheat Head Armyworm,218139,5,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dargida rubripennis,Pink Streak Moth,218141,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dasychira meridionalis,Southern Tussock Moth,218151,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dasylophia anguina,Black-spotted Prominent,218158,3,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Datana integerrima,Walnut Caterpillar Moth,218166,23,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Decantha boreasella,Reticulated Decantha Moth,218176,8,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Decodes basiplagana,Gray-marked Tortricid,417044,18,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Deidamia inscriptum,Lettered Sphinx,143452,33,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dejongia californicus,Gumweed Plume Moth,472722,10,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Deltophora glandiferella,,426095,24,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Deltophora sella,Black-spotted Twirler,324643,9,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Desmia funeralis,Grape Leaffolder Moth,118788,3,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Desmia maculalis,Grape Leafroller Moth,143475,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Desmia subdivisalis,,326859,64,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Diachorisia velatella,Brown-spotted Diachorisia Moth,360115,4,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Diacme adipaloides,Darker Diacme Moth,205207,21,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Diacme elealis,Paler Diacme Moth,218301,39,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Diaphania costata,Orange-shouldered Sherbet Moth,501380,65,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Diaphania hyalinata,Melonworm Moth,151769,7,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Diaphania indica,Cucumber Moth,51922,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Diastema tigris,Lantana Moth,417498,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Diastictis baccatalis,Media Moth,1523306,120,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Diastictis fracturalis,Fractured Western Snout,210607,192,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Diastictis ventralis,White-spotted Brown,143284,11,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Diatraea evanescens,Black-dot Diatraea,417121,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dichomeris costarufoella,Coneflower Moth,218375,5,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dichomeris inversella,Inverse Dichomeris Moth,218377,5,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dichomeris juncidella,Orange-dotted Dichomeris Moth,218378,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dichomeris ligulella,Palmerworm Moth,179029,28,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dichomeris offula,,218383,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dichomeris punctipennella,Many-spotted Dichomeris Moth,218385,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dichomeris simpliciella,,218388,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dichomeris ventrellus,,218390,3,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dichorda iridaria,Showy Emerald,126982,10,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dicymolomia julianalis,Julia's Dicymolomia Moth,218424,126,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Digrammia atrofasciata,Broad-lined Angle,204854,9,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Digrammia continuata,Curved-lined Angle,218436,49,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Digrammia gnophosaria,Hollow-spotted Angle,201818,26,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Digrammia irrorata,Pale-lined Angle,218443,11,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Digrammia pallidata,,417880,5,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dione moneta,Mexican Silverspot,130348,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dione vanillae,Gulf Fritillary,49150,2304,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dioryctria amatella,Southern Pine Coneworm Moth,366945,2,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
"Dallas County, TX",1281,Lepidoptera,Dioryctria caesirufella,,777474,1,2026-09-25,"api.inaturalist.org species_counts (place_id, research grade, wild)"
