id,common_name,botanical_name,growth_shape,growing_season_months,flowering_season_months,flower_color,foliage_color_spring,foliage_color_summer,foliage_color_fall,foliage_color_winter,sun_pref,water_pref,soil_pref,width_ft,height_ft,inflorescence,flower_count_hint,flower_zone,fruit_color,fruit_season_months,fruit_load,usda_symbol,usda_scientific_name_full,usda_growth_habit,usda_native_status,usda_growth_form,usda_shape_and_orientation,usda_foliage_texture,usda_foliage_porosity_summer,usda_foliage_porosity_winter,usda_leaf_retention,usda_flower_conspicuous,usda_fruit_conspicuous,usda_fall_conspicuous,usda_bloom_period,usda_active_growth_period,usda_fruit_seed_period_begin,usda_fruit_seed_period_end,usda_height_mature_ft,usda_shade_tolerance,usda_drought_tolerance,usda_moisture_use,usda_soil_coarse,usda_soil_medium,usda_soil_fine,usda_ph_min,usda_ph_max,npsot_dfw_recommended
colorado-four-o-clock,Colorado four o'clock,Mirabilis multiflora,mound,3-8,5,#8f6fb3,,#5b7a4b,,,full-sun,low,"sandy,loamy",,2,,,,#6b5a4a,6-8,moderate,MIMU,Mirabilis multiflora (Torr.) A. Gray,Forb/herb,L48:N,Single Crown,Semi-Erect,Medium,Moderate,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Summer,Summer,2.0,High,High,Low,Yes,Yes,No,6.5,8.5,no
climbing-hempvine,climbing hempvine,Mikania scandens,mound,6-8,6-8,#f1f1e2,,#5b7a4b,,,shade,medium,"loamy,clay",,1,,,,#5b7ea3,6-11,heavy,MISC,Mikania scandens (L.) Willd.,Forb/herb,CAN:I|L48:N,Single Crown,Climbing,Medium,,,No,Yes,Yes,Yes,Summer,Summer,Summer,Fall,1.0,Low,Low,Medium,No,Yes,Yes,5.7,8.7,no
wax-myrtle,wax myrtle,Morella cerifera,vase,3-8,3-5,#f1f1e2,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,10,,,,#5b7ea3,6-11,heavy,MOCE2,Morella cerifera (L.) Small,Shrub,HI:I|L48:N|PR:N,Rhizomatous,Erect,Coarse,,Moderate,Yes,No,Yes,No,Spring,Spring and Summer,Summer,Fall,10.0,High,Medium,High,Yes,Yes,Yes,5.4,9.1,yes
wild-bergamot,wild bergamot,Monarda fistulosa,mound,3-5,6-8,#b3261e,,,,,part-sun,high,"loamy,clay",,4.9,,,,#6b5a4a,6-11,moderate,MOFI,Monarda fistulosa L.,Forb/herb,CAN:N|L48:N,Single Stem,Erect,Medium,Moderate,Porous,No,Yes,No,No,Summer,Spring,Summer,Fall,4.9,Medium,None,High,No,Yes,Yes,6.0,8.0,no
nuttall-s-povertyweed,Nuttall's povertyweed,Monolepis nuttalliana,mound,3-8,4,#5b7a4b,,,,,full-sun,medium,"loamy,clay",,0.8,,,,#6b5a4a,6-8,moderate,MONU,Monolepis nuttalliana (Schult.) Greene,Forb/herb,AK:N|CAN:N|L48:N,Single Crown,Decumbent,Coarse,Porous,Porous,No,No,No,No,Mid Spring,Spring and Summer,Summer,Summer,0.8,High,Medium,Medium,No,Yes,Yes,6.5,9.0,no
red-mulberry,red mulberry,Morus rubra,tree,3-8,3,#5b7a4b,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,70,,,,#8f6fb3,3-8,heavy,MORU2,Morus rubra L.,Tree,CAN:N|L48:N,Single Stem,Rounded,Medium,Moderate,Porous,No,No,Yes,No,Early Spring,Spring and Summer,Spring,Summer,70.0,Low,Medium,Medium,Yes,Yes,Yes,5.0,7.0,no
hairawn-muhly,hairawn muhly,Muhlenbergia capillaris,grass,3-8,9-11,#b3261e,,,,,full-sun,high,"sandy,loamy,clay",,3,,,,#8f6fb3,9-12,heavy,MUCA2,Muhlenbergia capillaris (Lam.) Trin.,Graminoid,L48:N|PR:N,Bunch,Erect,Fine,Dense,Moderate,No,No,No,Yes,Fall,Spring and Summer,Fall,Winter,3.0,High,Low,High,Yes,Yes,Yes,5.8,6.8,yes
wirestem-muhly,wirestem muhly,Muhlenbergia frondosa,grass,3-11,3-5,#e8d24a,,#5b7a4b,,,shade,medium,"loamy,clay",,2,,,,#6b5a4a,6-11,heavy,MUFR2,Muhlenbergia frondosa (Poir.) Fernald,Graminoid,CAN:N|L48:N,Rhizomatous,Prostrate,Medium,Porous,Porous,No,No,No,No,Spring,"Spring, Summer, Fall",Summer,Fall,2.0,Low,Low,Medium,No,Yes,Yes,5.9,7.9,no
bush-muhly,bush muhly,Muhlenbergia porteri,grass,3-11,5,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,2.8,,,,#6b5a4a,6-8,light,MUPO2,Muhlenbergia porteri Scribn. ex Beal,Graminoid,L48:N,Single Crown,Decumbent,Fine,Dense,Moderate,Yes,No,No,No,Late Spring,"Spring, Summer, Fall",Summer,Summer,2.8,Medium,High,Medium,Yes,Yes,Yes,6.2,8.0,no
deergrass,deergrass,Muhlenbergia rigens,grass,3-8,5,#e8d24a,,#5b7a4b,,,part-sun,low,"sandy,loamy",,4.5,,,,#6b5a4a,6-8,moderate,MURI2,Muhlenbergia rigens (Benth.) Hitchc.,Graminoid,L48:N,Bunch,Erect,Coarse,Dense,Moderate,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,4.5,Medium,High,Low,Yes,Yes,No,5.5,7.5,no
nimblewill,nimblewill,Muhlenbergia schreberi,grass,3-5,6-8,#5b7a4b,,#5b7a4b,,,shade,low,"loamy,clay",,3.2,,,,#e8d24a,6-11,light,MUSC,Muhlenbergia schreberi J.F. Gmel.,Graminoid,CAN:N|L48:N,Multiple Stem,Erect,Fine,Porous,Porous,No,No,No,No,Summer,Spring,Summer,Fall,3.2,Low,Medium,Low,No,Yes,Yes,4.5,7.5,no
southern-waternymph,southern waternymph,Najas guadalupensis,mound,6-8,6-8,#5b7a4b,,,,,full-sun,high,"sandy,loamy,clay",,1,,,,#6b5a4a,6-11,moderate,NAGU,Najas guadalupensis (Spreng.) Magnus,Forb/herb,CAN:N|HI:I|L48:N|PR:N,Single Crown,Prostrate,Fine,,,No,No,No,No,Summer,Summer,Summer,Fall,1.0,High,None,High,Yes,Yes,Yes,5.2,9.6,no
peppervine,peppervine,Nekemias arborea,vase,6-8,5,#5b7a4b,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,0.1,,,,#3a3a34,3-8,light,NEAR5,Nekemias arborea (L.) J. Wen & Boggan,Shrub,L48:N|PR:N,Multiple Stem,Climbing,Medium,Porous,Porous,No,No,No,No,Late Spring,Summer,Spring,Summer,0.1,Low,Medium,Medium,Yes,Yes,Yes,4.0,8.0,no
american-lotus,American lotus,Nelumbo lutea,mound,6-8,7,#e8d24a,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,3,,,,#6b5a4a,6-11,moderate,NELU,Nelumbo lutea Willd.,Forb/herb,CAN:N|L48:N,Rhizomatous,Erect,Coarse,,,No,Yes,Yes,No,Mid Summer,Summer,Summer,Fall,3.0,High,None,High,Yes,Yes,Yes,4.6,8.7,no
water-tupelo,water tupelo,Nyssa aquatica,tree,3-8,4,#5b7a4b,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,100,,,,#8f6fb3,6-11,moderate,NYAQ2,Nyssa aquatica L.,Tree,L48:N,Single Stem,Erect,Coarse,Moderate,Porous,No,No,No,Yes,Mid Spring,Spring and Summer,Summer,Fall,100.0,High,None,High,Yes,Yes,Yes,4.3,5.7,no
swamp-tupelo,swamp tupelo,Nyssa biflora,tree,3-8,5,#5b7a4b,,#5b7a4b,,,full-sun,high,"loamy,clay",,115,,,,#5b7ea3,6-11,moderate,NYBI,Nyssa biflora Walter,Tree,L48:N,Single Stem,Erect,Coarse,Dense,Porous,No,No,No,Yes,Late Spring,Spring and Summer,Summer,Fall,115.0,High,None,High,No,Yes,Yes,4.5,5.7,no
yellow-waterlily,yellow waterlily,Nymphaea mexicana,mound,3-5,3-5,#e8d24a,,#5b7a4b,,,full-sun,high,"loamy,clay",,,,,,#6b5a4a,3-5,moderate,NYME,Nymphaea mexicana Zucc.,Forb/herb,CAN:I|L48:N,Rhizomatous,Decumbent,Coarse,,,No,Yes,No,No,Spring,Spring,Spring,Spring,,High,None,High,No,Yes,Yes,5.0,9.0,no
blackgum,blackgum,Nyssa sylvatica,tree,3-8,5,#5b7a4b,,#5b7a4b,,,shade,medium,"sandy,loamy",,95,,,,#5b7ea3,6-11,moderate,NYSY,Nyssa sylvatica Marshall,Tree,CAN:N|L48:N,Single Stem,Erect,Coarse,Dense,Porous,No,No,No,Yes,Late Spring,Spring and Summer,Summer,Fall,95.0,Low,Low,Medium,Yes,Yes,No,4.5,6.0,no
pale-evening-primrose,pale evening primrose,Oenothera pallida,mound,3-8,5,#f1f1e2,,#5b7a4b,,,full-sun,low,"sandy,loamy",,2,,,,#6b5a4a,3-8,heavy,OEPA,Oenothera pallida Lindl.,Forb/herb,CAN:N|L48:N,Rhizomatous,Erect,Fine,Porous,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Spring,Summer,2.0,High,High,Low,Yes,Yes,No,6.0,8.0,no
stiff-goldenrod,stiff goldenrod,Oligoneuron rigidum var. rigidum,mound,3-8,8,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy",,3.6,,,,#6b5a4a,6-11,heavy,OLRIR,Oligoneuron rigidum (L.) Small var. rigidum,Forb/herb,CAN:N|L48:N,Rhizomatous,Erect,Coarse,Dense,Porous,No,Yes,No,No,Late Summer,Spring and Summer,Summer,Fall,3.6,Medium,High,Medium,Yes,Yes,No,5.0,7.5,no
cinnamon-fern,cinnamon fern,Osmunda cinnamomea,mound,"3,4,5,9,10,11",3-5,#d98a3d,,#5b7a4b,,,shade,medium,"loamy,clay",,4.9,,,,#6b5a4a,3-5,moderate,OSCI,Osmunda cinnamomea L.,Forb/herb,CAN:N|L48:N|PR:N|SPM:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Spring,Spring and Fall,Spring,Spring,4.9,Low,Medium,Medium,No,Yes,Yes,4.5,7.0,no
royal-fern-osre,royal fern,Osmunda regalis,mound,3-11,,,,,,,shade,high,"sandy,loamy,clay",,6,,,,,,,OSRE,Osmunda regalis L.,Forb/herb,CAN:N|L48:N|SPM:N,Rhizomatous,Semi-Erect,Fine,Dense,Porous,No,No,No,Yes,,"Spring, Summer, Fall",,,6.0,Low,Low,High,Yes,Yes,Yes,4.0,6.0,no
hophornbeam,hophornbeam,Ostrya virginiana,vase,3-8,4,#e8d24a,,#5b7a4b,,,shade,low,"sandy,loamy,clay",,45,,,,#6b5a4a,6-8,light,OSVI,Ostrya virginiana (Mill.) K. Koch,Shrub,CAN:N|L48:N,Single Stem,Erect,Medium,Moderate,Porous,No,No,No,No,Mid Spring,Spring and Summer,Summer,Summer,45.0,Low,Medium,Low,Yes,Yes,Yes,4.2,7.6,no
purple-locoweed,purple locoweed,Oxytropis lambertii,mound,3-8,4,#b3261e,,,,,full-sun,low,"sandy,loamy",,1.4,,,,#6b5a4a,3-8,moderate,OXLA3,Oxytropis lambertii Pursh,Forb/herb,CAN:N|L48:N,Single Crown,Semi-Erect,Medium,Porous,Porous,No,Yes,No,No,Mid Spring,Spring and Summer,Spring,Summer,1.4,High,Medium,Low,Yes,Yes,No,6.4,9.0,no
fall-panicgrass,fall panicgrass,Panicum dichotomiflorum,grass,6-11,6-8,#5b7a4b,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,3.3,,,,#e8d24a,6-11,heavy,PADI,Panicum dichotomiflorum Michx.,Graminoid,CAN:I|HI:I|L48:N|PR:N,Bunch,Semi-Erect,Fine,Porous,Porous,No,No,No,No,Summer,Summer and Fall,Summer,Fall,3.3,High,None,High,Yes,Yes,Yes,4.8,7.0,no
knotgrass,knotgrass,Paspalum distichum,grass,3-11,8,#5b7a4b,,#5b7a4b,,,full-sun,high,"loamy,clay",,0.9,,,,#6b5a4a,6-11,light,PADI6,Paspalum distichum L.,Graminoid,HI:I|L48:N|PB:I|PR:N|VI:N,Stoloniferous,Prostrate,Fine,Porous,Dense,No,No,No,No,Late Summer,"Spring, Summer, Fall",Summer,Fall,0.9,High,None,High,No,Yes,Yes,4.9,8.9,no
butterweed,butterweed,Packera glabella,mound,3-5,3-5,#e8d24a,,#5b7a4b,,,full-sun,high,"sandy,clay",,3.2,,,,#6b5a4a,3-5,moderate,PAGL17,Packera glabella (Poir.) C. Jeffrey,Forb/herb,CAN:W|L48:N,Bunch,Erect,Medium,Moderate,Porous,No,Yes,No,No,Spring,Spring,Spring,Spring,3.2,High,Medium,High,Yes,No,Yes,4.0,7.5,no
maidencane,maidencane,Panicum hemitomon,grass,1-12,,#e8d24a,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,2.5,,,,,,,PAHE2,Panicum hemitomon Schult.,Graminoid,L48:N,Rhizomatous,Erect,Coarse,Moderate,Porous,No,No,No,No,Indeterminate,Year Round,,,2.5,Medium,None,High,Yes,Yes,Yes,4.7,8.6,no
yellow-passionflower,yellow passionflower,Passiflora lutea,mound,3-5,6-8,#e8d24a,,#5b7a4b,,,shade,low,"sandy,loamy,clay",,16,,,,#6b5a4a,9-11,light,PALU2,Passiflora lutea L.,Forb/herb,L48:N,Single Stem,Climbing,Medium,Porous,Porous,No,Yes,Yes,No,Summer,Spring,Fall,Fall,16.0,Low,Low,Low,Yes,Yes,Yes,4.5,8.0,no
vine-mesquite,vine mesquite,Panicum obtusum,grass,6-8,6-8,#e8d24a,,#5b7a4b,,,part-sun,high,"sandy,loamy",,2,,,,#6b5a4a,6-11,light,PAOB,Panicum obtusum Kunth,Graminoid,L48:N,Rhizomatous,Erect,Medium,Moderate,Porous,No,No,No,No,Summer,Summer,Summer,Fall,2.0,Medium,Low,High,Yes,Yes,No,4.8,7.0,no
brownseed-paspalum,brownseed paspalum,Paspalum plicatulum,grass,3-5,6-8,#5b7a4b,,#5b7a4b,,,part-sun,low,"sandy,loamy",,3.3,,,,#e8d24a,6-11,moderate,PAPL3,Paspalum plicatulum Michx.,Graminoid,L48:N|PR:N|VI:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Summer,Spring,Summer,Fall,3.3,Medium,Low,Low,Yes,Yes,No,4.0,6.5,no
virginia-creeper,Virginia creeper,Parthenocissus quinquefolia,low-climber,3-8,5,,,#5b7a4b,,,part-sun,low,"loamy,clay",,1,,,,#5b7ea3,3-11,light,PAQU2,Parthenocissus quinquefolia (L.) Planch.,Vine,CAN:N|L48:N,Stoloniferous,Prostrate,Coarse,,,No,No,No,Yes,Late Spring,Spring and Summer,Spring,Fall,1.0,Medium,High,Low,No,Yes,Yes,5.0,7.5,no
redtop-panicgrass,redtop panicgrass,Panicum rigidulum,grass,6-8,8,#5b7a4b,,#5b7a4b,,,full-sun,high,"loamy,clay",,3.3,,,,#6b5a4a,9-11,heavy,PARI4,Panicum rigidulum Bosc ex Nees,Graminoid,CAN:N|L48:N|PR:N,Bunch,Erect,Medium,Dense,Dense,No,No,No,No,Late Summer,Summer,Fall,Fall,3.3,High,Low,High,No,Yes,Yes,5.0,7.5,no
western-wheatgrass,western wheatgrass,Pascopyrum smithii,grass,3-11,7,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,3,,,,#6b5a4a,6-11,moderate,PASM,Pascopyrum smithii (Rydb.) Á. Löve,Graminoid,AK:I|CAN:N|L48:N,Rhizomatous,Semi-Erect,Medium,Moderate,Porous,No,No,No,No,Mid Summer,"Spring, Summer, Fall",Summer,Fall,3.0,High,Medium,Medium,Yes,Yes,Yes,4.5,9.0,no
switchgrass,switchgrass,Panicum virgatum,grass,6-8,7,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,6,,,,#6b5a4a,6-11,moderate,PAVI2,Panicum virgatum L.,Graminoid,CAN:N|HI:I|L48:N,Rhizomatous,Erect,Medium,Dense,Porous,No,No,No,No,Mid Summer,Summer,Summer,Fall,6.0,High,Medium,Medium,Yes,Yes,Yes,4.5,8.0,yes
lemonscent,lemonscent,Pectis angustifolia,mound,3-8,5,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy",,0.7,,,,#6b5a4a,6-8,moderate,PEAN,Pectis angustifolia Torr.,Forb/herb,L48:N,Bunch,Erect,Medium,Porous,Porous,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,0.7,High,High,Low,Yes,Yes,No,5.9,7.2,no
redbay,redbay,Persea borbonia,vase,3-8,5,#e8d24a,,,,,shade,high,"loamy,clay",,70,,,,#3a3a34,6-11,moderate,PEBO,Persea borbonia (L.) Spreng.,Shrub,L48:N,Single Stem,Erect,Medium,Dense,Dense,Yes,Yes,Yes,No,Late Spring,Spring and Summer,Summer,Fall,70.0,Low,Low,High,No,Yes,Yes,5.0,6.7,no
canadian-lousewort,Canadian lousewort,Pedicularis canadensis,mound,3-8,5,#e8d24a,,,,,shade,medium,"loamy,clay",,1.3,,,,#3a3a34,6-8,light,PECA,Pedicularis canadensis L.,Forb/herb,CAN:N|L48:N,Single Stem,Erect,Fine,Porous,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Summer,Summer,1.3,Low,Low,Medium,No,Yes,Yes,4.0,7.0,no
foxglove-beardtongue,foxglove beardtongue,Penstemon digitalis,mound,3-8,5,#8f6fb3,,#b3261e,,,shade,low,"sandy,loamy,clay",,4,,,,#6b5a4a,6-8,moderate,PEDI,Penstemon digitalis Nutt. ex Sims,Forb/herb,CAN:I|L48:N,Rhizomatous,Erect,Fine,Porous,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Summer,Summer,4.0,Low,High,Low,Yes,Yes,Yes,5.5,7.0,no
ditch-stonecrop,ditch stonecrop,Penthorum sedoides,mound,3-5,3-5,#e8d24a,,#5b7a4b,,,part-sun,medium,clay,,2.6,,,,,3-8,moderate,PESE6,Penthorum sedoides L.,Forb/herb,CAN:N|L48:N,Stoloniferous,Erect,Medium,Porous,Porous,No,No,No,No,Spring,Spring,Spring,Summer,2.6,Medium,Medium,Medium,No,No,Yes,5.0,7.0,no
green-arrow-arum,green arrow arum,Peltandra virginica,mound,3-5,3-5,#e8d24a,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,2.3,,,,#6b5a4a,3-11,moderate,PEVI,Peltandra virginica (L.) Schott,Forb/herb,CAN:N|L48:N,Bunch,Erect,Coarse,Moderate,Porous,No,Yes,No,No,Spring,Spring,Spring,Fall,2.3,Medium,None,High,Yes,Yes,Yes,5.0,8.8,no
american-pokeweed,American pokeweed,Phytolacca americana,mound,3-8,7,#f1f1e2,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,7.3,,,,#3a3a34,6-11,heavy,PHAM4,Phytolacca americana L.,Forb/herb,CAN:N|L48:N,Single Stem,Erect,Coarse,Moderate,Porous,No,Yes,Yes,Yes,Mid Summer,Spring and Summer,Summer,Fall,7.3,Low,Medium,Medium,Yes,Yes,Yes,4.7,8.0,no
common-reed,common reed,Phragmites australis,grass,3-5,6-8,#f1f1e2,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,13,,,,#f1f1e2,6-11,moderate,PHAU7,Phragmites australis (Cav.) Trin. ex Steud.,Graminoid,CAN:I|CAN:N|HI:I|L48:I|L48:N|PR:N?,Rhizomatous,Erect,Coarse,Dense,Moderate,No,No,Yes,No,Summer,Spring,Summer,Fall,13.0,High,Low,Medium,Yes,Yes,Yes,4.5,8.7,no
littleleaf-mock-orange,littleleaf mock orange,Philadelphus microphyllus,vase,3-8,3-5,#f1f1e2,,#5b7a4b,,,full-sun,low,"sandy,loamy",,15,,,,#3a3a34,6-11,moderate,PHMI4,Philadelphus microphyllus A. Gray,Shrub,L48:N,Multiple Stem,Erect,Fine,Moderate,Porous,No,Yes,Yes,Yes,Spring,Spring and Summer,Summer,Fall,15.0,High,High,Low,Yes,Yes,No,7.0,8.5,no
turkey-tangle-fogfruit,turkey tangle fogfruit,Phyla nodiflora,mound,6-8,,#f1f1e2,,#5b7a4b,,,part-sun,low,"sandy,loamy,clay",,0.2,,,,,3-11,moderate,PHNO2,Phyla nodiflora (L.) Greene,Forb/herb,HI:I|L48:N|PB:I|PR:N|VI:N,Stoloniferous,Prostrate,Medium,Porous,Porous,No,No,No,No,Indeterminate,Summer,Spring,Fall,0.2,Medium,Medium,Low,Yes,Yes,Yes,6.0,8.5,yes
shortleaf-pine,shortleaf pine,Pinus echinata,tree,3-8,4,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,100,,,,#6b5a4a,6-11,heavy,PIEC2,Pinus echinata Mill.,Tree,L48:N,Single Stem,Conical,Medium,Dense,Dense,Yes,No,No,No,Mid Spring,Spring and Summer,Summer,Fall,100.0,High,Medium,Medium,Yes,Yes,Yes,4.0,6.0,no
slash-pine,slash pine,Pinus elliottii,tree,3-8,"1,2,12",#b3261e,,,,,full-sun,medium,"loamy,clay",,100,,,,#6b5a4a,6-11,moderate,PIEL,Pinus elliottii Engelm.,Tree,L48:N,Single Stem,Erect,Fine,Moderate,Moderate,Yes,No,Yes,No,Winter,Spring and Summer,Summer,Fall,100.0,High,Low,Medium,No,Yes,Yes,4.0,6.4,no
narrowleaf-silkgrass,narrowleaf silkgrass,Pityopsis graminifolia,mound,3-8,5,#f1f1e2,,#5b7a4b,,,part-sun,medium,"loamy,clay",,2.8,,,,#6b5a4a,6-11,moderate,PIGR4,Pityopsis graminifolia (Michx.) Nutt.,Forb/herb,L48:N,Rhizomatous,Semi-Erect,Medium,Porous,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Summer,Fall,2.8,Medium,High,Medium,No,Yes,Yes,5.8,7.0,no
loblolly-pine,loblolly pine,Pinus taeda,tree,3-8,4,,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,100,,,,#6b5a4a,6-11,heavy,PITA,Pinus taeda L.,Tree,L48:N,Single Stem,Rounded,Medium,Dense,Dense,Yes,No,No,No,Mid Spring,Spring and Summer,Summer,Fall,100.0,High,Low,High,Yes,Yes,Yes,4.0,7.0,no
planertree,planertree,Planera aquatica,tree,3-8,3,#5b7a4b,,#5b7a4b,,,shade,medium,"loamy,clay",,50,,,,#3a3a34,3-5,light,PLAQ,Planera aquatica J.F. Gmel.,Tree,L48:N,Single Stem,Erect,Coarse,Moderate,Porous,No,No,No,No,Early Spring,Spring and Summer,Spring,Spring,50.0,Low,Low,Medium,No,Yes,Yes,5.0,8.5,no
james-galleta,James' galleta,Pleuraphis jamesii,grass,6-8,7,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,2,,,,#6b5a4a,6-11,moderate,PLJA,Pleuraphis jamesii Torr.,Graminoid,L48:N,Rhizomatous,Erect,Medium,Moderate,Porous,No,No,No,No,Mid Summer,Summer,Summer,Fall,2.0,High,High,Low,Yes,Yes,Yes,6.6,8.4,no
tobosagrass,tobosagrass,Pleuraphis mutica,grass,3-8,,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,2.3,,,,#6b5a4a,6-11,light,PLMU3,Pleuraphis mutica Buckley,Graminoid,L48:N,Rhizomatous,Erect,Medium,Moderate,Porous,No,No,No,No,Indeterminate,Spring and Summer,Summer,Fall,2.3,High,Medium,Low,Yes,Yes,Yes,6.0,7.8,no
american-sycamore,American sycamore,Platanus occidentalis,tree,3-8,3-5,#b3261e,,#5b7a4b,,,part-sun,high,"sandy,loamy",,100,,,,#6b5a4a,6-11,moderate,PLOC,Platanus occidentalis L.,Tree,CAN:N|L48:N,Single Stem,Erect,Coarse,Dense,Porous,No,No,Yes,Yes,Spring,Spring and Summer,Summer,Fall,100.0,Medium,Low,High,Yes,Yes,No,4.9,6.5,no
sweetscent,sweetscent,Pluchea odorata var. odorata,mound,6-8,,#8f6fb3,,#5b7a4b,,,full-sun,medium,"loamy,clay",,4.9,,,,,6-11,moderate,PLODO,Pluchea odorata (L.) Cass. var. odorata,Forb/herb,L48:N|PB:I|PR:N|VI:N,Single Crown,Erect,Medium,Moderate,Porous,No,No,No,No,Indeterminate,Summer,Summer,Fall,4.9,High,Medium,Medium,No,Yes,Yes,4.5,7.0,no
woolly-plantain,woolly plantain,Plantago patagonica,mound,3-8,4,#e8d24a,,,,,full-sun,low,"sandy,loamy,clay",,0.5,,,,#6b5a4a,3-5,moderate,PLPA2,Plantago patagonica Jacq.,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Medium,Porous,Porous,No,No,No,No,Mid Spring,Spring and Summer,Spring,Spring,0.5,High,High,Low,Yes,Yes,Yes,6.4,9.0,no
water-knotweed,water knotweed,Polygonum amphibium,mound,6-8,5,#e8d24a,,#5b7a4b,,,full-sun,high,"loamy,clay",,0.1,,,,#6b5a4a,6-11,light,POAM8,Polygonum amphibium L.,Forb/herb,AK:N|CAN:N|L48:N|SPM:N,Rhizomatous,Prostrate,Medium,Porous,Porous,No,No,No,No,Late Spring,Summer,Summer,Fall,0.1,High,None,High,No,Yes,Yes,4.0,7.0,no
pickerelweed,pickerelweed,Pontederia cordata,mound,3-5,5,#5b7ea3,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,3.2,,,,,6-11,moderate,POCO14,Pontederia cordata L.,Forb/herb,CAN:N|L48:N,Bunch,Erect,Coarse,Moderate,Porous,No,Yes,No,No,Late Spring,Spring,Summer,Fall,3.2,High,None,High,Yes,Yes,Yes,4.9,8.7,no
eastern-cottonwood,eastern cottonwood,Populus deltoides,tree,3-8,3-5,#e8d24a,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,90,,,,#f1f1e2,3-8,heavy,PODE3,Populus deltoides W. Bartram ex Marshall,Tree,CAN:N|L48:N,Single Stem,Erect,Medium,Moderate,Porous,No,No,Yes,No,Spring,Spring and Summer,Spring,Summer,90.0,High,Medium,High,Yes,Yes,Yes,5.2,7.3,no
waterthread-pondweed,waterthread pondweed,Potamogeton diversifolius,mound,3-5,5,#b3261e,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,3.2,,,,#3a3a34,3-11,moderate,PODI,Potamogeton diversifolius Raf.,Forb/herb,L48:N,Bunch,Erect,Medium,Moderate,Porous,No,No,No,No,Late Spring,Spring,Spring,Fall,3.2,High,None,High,Yes,Yes,Yes,5.0,7.7,no
fremont-cottonwood,Fremont cottonwood,Populus fremontii,tree,3-8,3,#f1f1e2,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,90,,,,#f1f1e2,3-5,heavy,POFR2,Populus fremontii S. Watson,Tree,L48:N,Single Stem,Irregular,Medium,Moderate,Porous,No,No,No,Yes,Early Spring,Spring and Summer,Spring,Spring,90.0,High,Medium,High,Yes,Yes,Yes,6.0,8.0,no
swamp-smartweed,swamp smartweed,Polygonum hydropiperoides,mound,6-8,,#5b7a4b,,,,,full-sun,medium,"loamy,clay",,,,,,#5b7a4b,3-8,moderate,POHY2,Polygonum hydropiperoides Michx.,Forb/herb,AK:I|CAN:N|L48:N|PR:N,Single Crown,Decumbent,Fine,Porous,Porous,No,No,No,No,Indeterminate,Summer,Spring,Summer,,High,Low,Medium,No,Yes,Yes,4.5,8.8,no
longleaf-pondweed,longleaf pondweed,Potamogeton nodosus,mound,6-8,7,#5b7a4b,,#5b7a4b,,,full-sun,high,,,,,,,#6b5a4a,6-8,light,PONO2,Potamogeton nodosus Poir.,Forb/herb,CAN:N|HI:N|L48:N|PR:N,Rhizomatous,Prostrate,Fine,Porous,Porous,No,No,No,No,Mid Summer,Summer,Summer,Summer,,High,None,High,No,No,No,5.8,7.0,no
